Reporting ID,Data Year,MapLot,BEUDO Category,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2)
B1563,2016,265B-26,Non-Residential,Retail Store,Retail Store (16129.0),16129,,Linear Retail Cambridge #1 LLC,C/O Keypoint Partners,95,999176,3409189,,,,,,,,,,,,3409189,,113.4,,10704853.4,,356.1,,0,0
B1564,2016,27-93,Non-Residential,Data Center,"Data Center (138000.0),Parking (8000.0)",138000,,AT&T CORP.,,,,,,,,,,,,,,,,,,,,,,,,,
B1565,2016,88-53,Non-Residential,Office,"Office (37916.0),Parking (7460.0)",37916,,130 PROSPECT STREET CONDOMINIUM,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1567,2016,52A-21,Non-Residential,College/University,College/University,119055,,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1594294.5,5439733.6,47,4700,,,,,,,4772449.7,11285686.9,,21502570.1,,180.6,,35435293.1,,297.6,,1465.9,12.3
B1569,2016,"57-173, 57-171",Non-Residential,College/University,College/University (5339.0),5339,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,46528,158753.5,,,,,,,,,140796,565956,,865505.6,,162.1,,1253502.6,,234.8,,56.9,10.7
B1570,2016,56-4,Non-Residential,Self-Storage Facility,"Self-Storage Facility (165358.0),Retail Store (36817.0)",202175,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,,,,,,,,,,,,,,,,,,,,,,,
B1573,2016,"57-173, 57-171",Non-Residential,College/University,College/University (122080.0),122080,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2698155.5,9206107.8,,,,,,,,,20060917.5,7601003.8,,36868029.1,,302,,53176856.7,,435.6,,2251.8,18.4
B1574,2016,"70-84, 70-60, 70-36",Non-Residential,College/University,College/University (44981.0),44981,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,574108.9,1958859.8,43391,4339098.4,,,,,,,,,,6297958.2,,140,,10040860.8,,223.2,,377.3,8.4
B1575,2016,52A-21,Non-Residential,College/University,College/University (154516.0),154516,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1357586.3,4632085,,,,,,,,,6181835.2,14539339,,25353259.2,,164.1,,36086730.4,,233.5,,1638.3,10.6
B1576,2016,85-76,Non-Residential,Office,Office,1260,,"NORSHIRE LLC,",,,,,,,,,,,,,,,,,,,,,,,,0,0
B1577,2016,85-76,Non-Residential,Office,Office,2616,,"NORSHIRE LLC,",,,,,,,,,,,,,,,,,,,,,,,,0,0
B1578,2016,"57-173, 57-171",Non-Residential,College/University,College/University (34428.0),34428,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,594911.9,2029839.7,,,,,,,,,,5802838.5,,7832678.2,,227.5,,12664604.2,,367.9,,537.4,15.6
B1579,2016,85-76,Non-Residential,Office,Office (N/A),30930,,"NORSHIRE LLC,",,,165543,564832.7,584,58400,,,,,,,,,,623232.7,624456.9,,,1642851.6,1638537.3,,,45.4,
B1580,2016,84-101,Non-Residential,Pre-school/Daycare,Pre-school/Daycare (9478.0),9478,,"KO, NAI NAN & JULIA KOANG SHIH KO,",,,,,,,,,,,,,,,,,,,,,,,,0,0
B1581,2016,69-62,Non-Residential,Hotel,"Hotel (152355.0),Office (50260.0)",202615,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,OFFICE OF THE TREASURER,2,6174035.2,21065810.7,120655,12065499.2,,,,,,,,,,33131309.9,33727732,163.5,166.5,71653044.1,72279287.3,353.6,356.7,2219.5,11
B1582,2016,14-47,Non-Residential,Office,Office (349325.0),349325,,"BMR-500 KENDALL STREET LLC,",C/O RYAN LLC,66,4010893.3,13685169.7,6018,601800,,,,,,,,12795404.6,,27082374.3,27172225.5,77.5,77.8,54343762.8,54435266.9,155.6,155.8,1907.1,5.5
B1583,2016,42-86,Non-Residential,Office,"Office (104266.0),Laboratory (97757.0)",202023,,"BMR-HAMPSHIRE LLC,",,,2121224.2,7237617.8,49642,4964200,,,,,,,,,,12201817.8,12512881.8,60.4,61.9,25477739.9,25804357.1,126.1,127.7,806,4
B1584,2016,68-77,Non-Residential,Laboratory,"Office (29700.0),Laboratory (69300.0)",99000,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,4861414.5,16587148.3,120655,12065499.2,,,,,,,,,,28652647.5,28652647.5,289.4,289.4,59112789.4,59112789.4,597.1,597.1,1883.9,19
B1585,2016,"169-99, 169-100",Non-Residential,Office,Office (25000.0),25000,,GH HOLDINGS LP,,1,1036422,3536272.1,9278,927800,,,,,,,,,,4464072.2,4502828,178.6,180.1,10875752,10818399,435,432.7,314.3,12.6
B1586,2016,67-67,Non-Residential,Laboratory,Laboratory (51117.0),51117,,"BMR-21 ERIE STREET LLC,",C/O RYAN LLC,,906015,3091323.5,57352.8,5735282.3,,,,,,,,,,8826605.8,8826605.8,172.7,172.7,14677752.3,14677752.3,287.1,287.1,536.3,10.5
B1587,2016,2.67E-283,Non-Residential,Laboratory,"Office (16453.0),Laboratory (26258.0)",42711,,"BMR-FRESH POND RESEARCH PARK LLC,",C/O  RYAN LLC,,1849108,6309157.4,70900,7089999.9,,,,,,,,,,13399157.3,13494950.6,313.7,316,25110140.6,25011053.2,587.9,585.6,849.4,19.9
B1588,2016,42-97,Non-Residential,Office,Office (64812.0),64812,,BMR-BROADWAY LLC.,C/O RYAN LLC,28,1538605.6,5249723,4220.5,422052,,,,,,,,,,5671775,5738895.2,87.5,88.5,15142378.9,15330315.5,233.6,236.5,415.8,6.4
B1589,2016,14-45,Non-Residential,Office,"Office (328136.0),Parking (278000.0)",328136,,"BMR KENDALL DEVELOPMENT, LLC",C/O RYAN LLC,23,6721350.5,22933250.8,3102,310200,,,,,,,,30045547.1,,53288998,54263256.1,162.4,165.4,100684840.2,101621021,306.8,309.7,0,0
B1590,2016,69-159,Non-Residential,Office,"Personal Services (Health/Beauty, Dry Cleaning, etc) (7135.0),Restaurant (5794.0),Office (89539.0),Retail Store (1357.0)",103825,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,OFFICE OF THE TREASURER,,4291622.3,14643017.2,16082.4,1608241.9,,,,,,,,,,16251259.1,16269299.4,156.5,156.7,42689102.2,42708044.5,411.2,411.3,1182.7,11.4
B1592,2016,69-148,Non-Residential,Laboratory,"Office (109782.0),Laboratory (164674.0)",274456,,MIT WEST 300 BLOCK MASS AVE,FEE OWNER LLC,,7140695.1,24364054.5,208847,20884700.2,,,,,,,,,,45248754.7,45675642.8,164.9,166.4,90148287.8,89961539.2,328.5,327.8,2935.1,10.7
B1594,2016,17-74,Non-Residential,Office,Office (61114.0),61114,,"BMR-58 CHARLES STREET LLC,",C/O RYAN LLC,96,372308.3,1270316,10106.8,1010684.1,,,,,,,,,,2281000.1,2381327.2,37.3,39,4618103.1,4711538.4,75.6,77.1,148.9,2.4
B1596,2016,100-62,Non-Residential,Strip Mall,"Strip Mall (N/A),Supermarket/Grocery Store (N/A),Parking (129109.0)",62555,,NEW CREEK LLC,,,2134321.3,7282305.2,28398.1,2839812.9,,,,,,,,,,10122118.1,10122118.1,,,23372258.2,23372258.2,,,696.6,
B1598,2016,32-53,Non-Residential,Laboratory,Laboratory (99513.0),99513,,"BMR-320 CHARLES LLC,",C/O RYAN LLC,,8524629.6,29086039.6,229880.0133,22988001.3,,,,,,,,,,52074041,51718049.7,523.3,519.7,105578312.4,104581536.7,1061,1050.9,0,0
B1599,2016,42-86,Non-Residential,Laboratory,Laboratory (39014.0),39014,,"BMR-HAMPSHIRE LLC,",,,369605.7,1261095,16024.9,1602494,,,,,,,,,,2863589,2934885.5,73.4,75.2,5213684.6,5264439.4,133.6,134.9,179.6,4.6
B1600,2016,70-22,Non-Residential,Office,Office (38000.0),38000,,MIT 730 MAIN ST FEE OWNER LLC,,,9636.7,32880.5,,,,,,,,,,,,32880.5,32880.5,0.9,0.9,92065.5,92065.5,2.4,2.4,0,0
B1601,2016,69-165,Non-Residential,Laboratory,Laboratory (122000.0),122000,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,OFFICE OF THE TREASURER,,7344433.9,25059211.6,93355,9335500.1,,,,,,,,,,34394711.7,35052388.3,281.9,287.3,79968067.6,80658628.1,655.5,661.1,2373.7,19.5
B1602,2016,"241-10, 241-14, 241-12",Non-Residential,Hospital (General Medical & Surgical),"Data Center (N/A),Hospital (General Medical & Surgical) (N/A),Parking (N/A)",652274,,MT. AUBURN HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,0,
B1603,2016,41-26,Non-Residential,Office,Office (361302.0),361302,,CHARLES STARK DRAPER,,2,12633516.5,43105563.5,587594.5,58759452.1,,,,,,,,,,101865015.6,103500451.6,281.9,286.5,182393002.5,183016706.2,504.8,506.5,6351.2,17.6
B1604,2016,267.4-254,Non-Residential,Other - Services,"Parking (N/A),Other - Services (N/A)",46666,,"JOLLY GREEN GIANT, LLC.",,,,,,,,,,,,,,,,,,,,,,,,0,
B1605,2016,70-86,Non-Residential,Office,Office (172609.0),172609,,MIT 750 MAIN STREET FEE OWNER LLC,,,411002.8,1402341.7,,,,,,,,,,409696,,1812037.8,1868747.6,10.5,10.8,4419438.1,4500239.3,25.6,26.1,0,0
B1606,2016,133-51,Non-Residential,Mixed Use Property,"Office (17508.0),Other - Restaurant/Bar (7525.0),College/University (10561.0)",35594,,BOW STREET ASSOCIATES LLC,"% TOM WAGNER, CONTROLLER",,875965.9,2988796,33055,3305500,,,,,,,,,,6294296,6267562.3,176.8,176.1,11839403.8,11764549.4,332.6,330.5,399.5,11.2
B1607,2016,169-84,Non-Residential,Mixed Use Property,"Office (12556.0),Retail Store (6979.0)",19535,,"DIGIOVANNI, JOHN P. TRUSTEE OF",45 BRATTLE STREET REALTY TRUST.,,110353.3,376525.4,5356.4,535638.7,,,,,,,,,,912164.1,966456.1,46.7,49.5,1616691.8,1664039.6,82.8,85.2,56.7,2.9
B1608,2016,267D-339,Non-Residential,Senior Living Community,"Senior Living Community (162853.0),Parking (664.0)",162853,,Sancta Maria Hospital,,7,1523299.9,5197499.7,227214.7,22721469.9,,690001.4,,,69005.5,,,,,28677976.5,29239016.8,176.1,179.5,39177139.6,39654646.6,240.6,243.5,1652.7,10.1
B1609,2016,160-11,Non-Residential,Mixed Use Property,"Restaurant (29435.0),Office (16890.0),Other (16267.0)",62592,,TRINITY REALTY LIMITED PARTNERSHIP I,,,533691.5,1820955.8,17167.7,1716774.4,,,,,,,,,,3537730.1,3668106.5,56.5,58.6,6901289.2,6985227.8,110.3,111.6,227.6,3.6
B1610,2016,267.4-221,Non-Residential,Food Service,"Food Service (30000.0),Parking (20000.0)",30000,,"IVANOVIC, LUDMILLA R. L., TR. OF",ONE HUNDRED THIRTY FAWCETT STREET,,686479.9,2342269.7,125180.2,12518020.8,,,,,,,,,67417,15090317.4,15180752.3,503,506,19932304,19995356.8,664.4,666.5,857.7,28.6
B1612,2016,169-98,Non-Residential,Mixed Use Property,"Restaurant (33363.0),Office (40792.0),Retail Store (22450.0)",96605,,"GAZIT HORIZONS (9 BRATTLE) LLC,",,,938373.2,3201729.6,,,,,,,,,,,,3201729.6,3268566.5,33.1,33.8,8964842.8,9151986.3,92.8,94.7,239.9,2.5
B1613,2016,31-Jul,Non-Residential,Hotel,"Hotel (79942.0),Parking (0.0)",79942,,"Patel, Kishor N. & Kiran M. Patel",Trs. Natraj Realty Trust,72,906585.9,3093271.5,253.2,25324.7,,,,,,,,,,3118596.2,3156649,39,39.5,8687751.1,8792837.3,108.7,110,233.1,2.9
B1614,2016,162-74,Non-Residential,Mixed Use Property,"Office (27118.0),Other (7397.0)",34515,,Condo building,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1615,2016,42-70,Non-Residential,Office,"Office (135928.0),Parking (39188.0)",135928,,"U.S.T. Financial Planning Co., Inc.",C/O Intercontinental Management Corp.,78,1633270.8,5572720.6,,,,,,,,,,,,5572720.6,5572720.6,41,41,15603617.7,15603617.7,114.8,114.8,0,0
B1616,2016,234-178,Non-Residential,Vehicle Dealership,Vehicle Dealership (25772.0),25772,,275 FRSH POND LLC,,,347932.9,1187147.1,10486.3,1048629.4,,,,,,,,,,2235776.5,2299155.9,86.8,89.2,4425072.6,4449399.2,171.7,172.6,144.7,5.6
B1617,2016,52A-21,Non-Residential,College/University,College/University (51147.0),51147,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,991102.9,3381643.5,,,,,,,,,9558862.3,9665430.5,,22605936.2,,442,,29795076.4,,582.5,,1398.9,27.4
B1618,2016,68-47,Non-Residential,Laboratory,"Office (191004.0),Laboratory (326025.0),Parking (124661.0)",517029,,Novartis Institutes For,"Biomedical Research, Inc.",,24032575.7,81999158.1,217364.6,21736460.2,,,,,,,,75094896.1,,178830514.4,180843851.7,345.9,349.8,342763172,344338641.5,662.9,666,12285.5,23.8
B1619,2016,"70-74, 71-55",Non-Residential,Mixed Use Property,"Office (351239.0),Laboratory (402022.0),Parking (139276.0),Retail Store (6157.0)",759418,,"MIT 181 MASSACHUSETTS AVE FEE OWN . LLC.,",,,,,,,,,,,,,,75400329.1,,,,,,,,,,,
B1620,2016,"68-47, 68-50, 68-19",Non-Residential,Office,"Office (82336.0),Retail Store (3880.0)",86216,,Novartis Institutes For,"Biomedical Research, Inc.",,1423871.5,4858250,17253.7,1725374.2,,,,,,,,,,6583624.2,6643496.4,76.4,77.1,15414742.9,15419302.5,178.8,178.8,455.7,5.3
B1621,2016,172-59,Non-Residential,College/University,College/University (32300.0),32300,,BARD COLLEGE LONGY SCHOOL OF MUSIC,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1622,2016,195-143,Non-Residential,Worship Facility,Worship Facility (24135.0),24135,,VINEYARD CHRISTIAN FELLOWSHIP OF,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1625,2016,157-69,Non-Residential,College/University,College/University (39188.0),39188,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,272265.2,928969.1,,,,,,,,,854083.5,1980948,,3764000.6,3819015.6,96,97.5,5761491.4,5843836.4,147,149.1,246.2,6.3
B1634,2016,"133-3, 160-60",Non-Residential,Residence Hall/Dormitory,"Office (N/A),Residence Hall/Dormitory (197472.0)",203985,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,813096.8,2774286.5,27692.1,2769207.5,,,,,,,,9211970.3,,14755464.3,,72.3,,21758048.9,,106.5,,966.6,4.7
B1636,2016,242-38,Non-Residential,K-12 School,"K-12 School (42978.0),Parking (10000.0)",42978,,SHADY HILL SCHOOL,,9,430448,1468688.6,18433,1843296.8,,,,,,,,,,3311985.4,3447071.6,77.1,80.2,6047789.8,6189630.3,140.7,144,208,4.8
B1637,2016,242-38,Non-Residential,K-12 School,K-12 School (2660.0),2660,,SHADY HILL SCHOOL,,39,,,3047.2,304722.6,,,,,,,,,,304722.6,327377.1,114.6,123.1,319958.7,343745.9,120.3,129.2,16.2,6.1
B1638,2016,242-38,Non-Residential,K-12 School,"K-12 School (110000.0),Parking (43019.0)",110000,,SHADY HILL SCHOOL,,38,1010371.8,3447388.9,55537.5,5553748,,,,,,,,,,9001136.9,9196733.2,81.8,83.6,15484124.3,15434368.3,140.8,140.3,553.3,5
B1639,2016,242-38,Non-Residential,K-12 School,K-12 School (14101.0),14101,,SHADY HILL SCHOOL,,100,,,2366.5,236654.8,,,,,,,,,,236654.8,255061.3,16.8,18.1,248487.6,267814.4,17.6,19,12.6,0.9
B1640,2016,242-38,Non-Residential,K-12 School,K-12 School (5373.0),5373,,SHADY HILL SCHOOL,,71,,,4032.8,403283.8,,,,,,,,,,403283.8,427419.1,75.1,79.5,423448,448790,78.8,83.5,21.4,4
B1641,2016,242-38,Non-Residential,K-12 School,K-12 School (5089.0),5089,,SHADY HILL SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1643,2016,242-38,Non-Residential,K-12 School,K-12 School (2968.0),2968,,SHADY HILL SCHOOL,,76,,,2005,200500,,,,,,,,,,200500,216050.9,67.6,72.8,210525,226853.4,70.9,76.4,10.6,3.6
B1644,2016,242-38,Non-Residential,K-12 School,K-12 School (4764.0),4764,,SHADY HILL SCHOOL,,64,,,3656.7,365671,,,,,,,,,,365671,387616.6,76.8,81.4,383954.5,406997.5,80.6,85.4,19.4,4.1
B1645,2016,242-38,Non-Residential,K-12 School,K-12 School (7239.0),7239,,SHADY HILL SCHOOL,,60,,,5962,596203.2,,,,,,,,,,596203.2,633596.5,82.4,87.5,626013.4,665276.3,86.5,91.9,31.7,4.4
B1646,2016,242-38,Non-Residential,K-12 School,K-12 School (2523.0),2523,,SHADY HILL SCHOOL,,92,,,1336,133603.2,,,,,,,,,,133603.2,141821.7,53,56.2,140283.4,148912.7,55.6,59,7.1,2.8
B1647,2016,42-33,Non-Residential,Retail Store,Retail Store (35502.0),35502,,"200 BROADWAY, LLC,",ATTN: CHRISTOPHER CASSEL,,,,,,,,,,,,,,,,,,,,,,,0,0
B1648,2016,93-73,Non-Residential,Retail Store,"Office (13900.0),Retail Store (20700.0)",34600,,CARU RETAIL LLC.,,88,276827,944533.7,1209,120900,,,,,,,,,,1065433.7,1100031.1,30.8,31.8,2771639.4,2807966.7,80.1,81.2,77.2,2.2
B1649,2016,242-38,Non-Residential,K-12 School,K-12 School (14101.0),14101,,SHADY HILL SCHOOL,,26,163772.9,558793.2,3064.5,306445.2,,,,,,,,,,865238.3,891246.4,61.4,63.2,1886388.3,1918093.8,133.8,136,58.2,4.1
B1650,2016,106-123,Non-Residential,Office,"Office (46060.0),Fast Food Restaurant (2500.0)",48560,,CARU CAMBRIDGE LLC.,,72,443468.9,1513116.2,7653,765300,,,,,,,,,,2278416.2,2304838.5,46.9,47.5,5040290.4,5033826.6,103.8,103.7,154,3.2
B1651,2016,70-85,Non-Residential,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant (144000.0),157000,,"CAMBRIDGE BRANDS, INC.",,,,,,,,,,,,,,,,,,,,,,,,0,0
B1652,2016,140-157,Non-Residential,Medical Office,"Medical Office (36212.0),Parking (27000.0)",36212,,"ATRIUS HEALTH, INC",,61,652017.5,2224684,,,,,,,,,,,,2224684,2188349.1,61.4,60.4,6229115.3,6127377.4,172,169.2,166.7,4.6
B1654,2016,178-21,Non-Residential,Hotel,"Hotel (N/A),Parking (N/A)",27944,,"PORTER SQUARE HOTEL, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
B1655,2016,"8-87, 8-89",Non-Residential,Enclosed Mall,"Parking (966808.0),Enclosed Mall (747697.0)",747697,,"KARP, STEPHEN R., STEPHEN C. PLUMERI","& WILLIAM H. MCCABE, JR.",,21943673.6,74871823.5,185361.6,18536158.1,,,,,,,,,,93407981.6,93945290.8,124.9,125.6,229104071.8,229668246.5,306.4,307.2,6595.3,8.8
B1659,2016,1A-105,Non-Residential,College/University,"College/University (N/A),Parking (55000.0)",255000,,"Efekta Schools, Inc.",,,199560,680898.7,,,,,,,,,,,,680898.7,680898.7,2.6,2.6,2138022,2138022,8.3,8.3,0,0.2
B1661,2016,1A-70,Non-Residential,College/University,College/University (N/A),55000,,"EFEKTA  ENTRANCE, INC",,,,,,,,,,,,,,,,,,,,,,,,0,
B1662,2016,1A-172,Non-Residential,Office,"Office (300000.0),Parking (58000.0)",300000,,Efekta House Inc.,,99,3171079.6,10819724.8,,,,,,,,,,,,10819724.8,10776413.5,36.1,35.9,33973935.8,33837938.5,113.2,112.8,0,0
B1663,2016,44-106,Non-Residential,Hotel,Hotel (334260.0),334260,,"ZUCKERMAN, MORTIMER B.,","EDWARD H. LINDE & DAVID BARRETT, TRS.",25,5983199.3,20414678.5,191296,19129601.2,,,,,,,,,,39544279.7,,118.3,,77247181,,231.1,,2545.9,7.6
B1665,2016,267F-283,Non-Residential,Office,Office (34842.0),34842,,"CV PORTFOLIO WEST CAMBRIDGE, LLC,",C/O RAYTHEON BBN TECHNOLOGIES,,,,,,,,,,,,,,,,,,,,,,,0,0
B1666,2016,267F-293,Non-Residential,Office,Office (N/A),236774,,"Cv Portfolio West Cambridge, LLC,",C/O Raytheon Bbn Technologies,,6334099.2,21611949.2,91.1293,9112.9,,,,,,,,,,21621062.1,21621973.6,227.2,227.2,67871089,67872046,713.3,713.3,0,19.4
B1667,2016,43A-24,Non-Residential,Parking,Parking (230000.0),230000,,"CHARLES STARK DRAPER LABORATORY, INC.",ATTN:  ELIZABETH MORA - MS #05,,277809.6,947886.6,,,,,,,,,,,,947886.6,956469.5,4.1,4.2,2654082.5,2678114.7,11.5,11.6,71,0.3
B1668,2016,"267F-279, 267F-281",Non-Residential,Office,Office (95148.0),27603,,"Cv Portfolio West Cambridge, LLC,",C/O Raytheon Bbn Technologies,,1531427.9,5225232.6,544.57,54457,,,,,,,,,,5279689.6,5283149.4,58.5,58.5,16464410.1,16468042.9,182.4,182.5,0,0
B1669,2016,43A-24,Non-Residential,Laboratory,Laboratory (457000.0),457000,,"Charles Stark Draper Laboratory, Inc.",Attn: Elizabeth Mora - Ms #05,,19708214.5,67244436.1,430962,43096200.7,,,,,,,,,,110340636.8,112877908.6,241.4,247,233535431.8,235643692.3,511,515.6,7328.2,16
B1670,2016,168-13,Non-Residential,Office,Office (64179.0),64179,,"GOMATOS, JOHN T. &",CHRISTINE GOMATOS,,,,,,,,,,,,,,,,,,,,,,,0,0
B1671,2016,29-Jul,Non-Residential,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant (65704.0),65704,,"EASTMAN BROOK LLC,",,,528999.9,1804948,46017,4601700.1,,,,,,,,,,6406648,6474323.4,97.5,98.5,9885639.3,9937416,150.5,151.2,379.7,5.8
B1672,2016,84-101,Non-Residential,Office,Office (N/A),17300,,"KO, NAI NAN & JULIA KOANG SHIH KO,",,,,,,,,,,,,,,,,,,,,,,,,0,
B1674,2016,165-24,Non-Residential,Worship Facility,"Worship Facility (37249.0),Parking (4240.0)",37249,,SOCIETY OF ST JOHN THE EVANGELIST,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1675,2016,203B-69,Non-Residential,K-12 School,"K-12 School (55000.0),Parking (5000.0)",55000,,Cambridge Friends School Inc,,21,679215.9,2317485,21058,2105800.2,,,,,,,,,,4423285.1,4575571.1,80.4,83.2,8700048,8859948.3,158.2,161.1,285.5,5.2
B1676,2016,269-132,Non-Residential,Office,Office (89875.0),89875,,Jcc One Alewife Parkway LLC,C/O Colony Realty Partners,,1994278.9,6804480.4,,,,,,,,,,,,6804480.4,6889114.1,75.7,76.7,21366068.6,21631818.2,237.7,240.7,0,0
B1678,2016,169-79,Non-Residential,Worship Facility,Worship Facility (31377.0),31377,,FIRST PARISH UNITARIAN CHURCH,WILLIAM MORSE COLE,,124875.9,426076.5,,,,,,,,,,,,,,,,,,,,,
B1681,2016,43-76,Non-Residential,Laboratory,"Other - Technology/Science (79689.0),Office (81623.0),Laboratory (198303.0),Other (14256.0)",373871,,"THE BROAD INSTITUTE, INC",,,9403892.6,32086085.4,554320.9,55432090.8,,,,,,,,,,87518176.2,,234.1,,148044734.5,,396,,5348.7,14.3
B1683,2016,267.4-264,Non-Residential,College/University,College/University (37086.0),37086,,"ART ROCKS LLC,",C/O BAY MANAGEMENT CORP.,,,,,,,,,,,,,,,,,,,,,,,0,0
B1684,2016,30-35,Non-Residential,Laboratory,Laboratory (N/A),67362,,"BARRETT, DAVID, EDWARD L. LINDE,",C/O BOSTON PROPERTIES,,8784310.7,29972071.7,60248,6024799.6,,,,,,,,24687196.1,,60684067.4,60837593.1,900.9,903.1,119947551.8,119818768.6,1780.6,1778.7,5960.1,85.4
B1685,2016,29-34,Non-Residential,Multifamily Housing,"Multifamily Housing (324872.0),Parking (114253.0),Swimming Pool (0.0)",324872,193,303 THIRD SPE LLC,,69,2791031.5,9523000.7,88835,8883499.7,,,,,,,,,,18406500.4,18812531.5,56.7,57.9,35992076.7,36418409.3,110.8,112.1,1185.5,3.6
B1686,2016,91-70,Non-Residential,Hotel,"Hotel (N/A),Restaurant (N/A),Retail Store (N/A)",36958,,SEAN CASEY LLC.,,,,,,,,,,,,,,,,,,,,,,,,0,
B1687,2016,29-34,Non-Residential,Multifamily Housing,"Restaurant (3075.0),Multifamily Housing (421450.0),Parking (109603.0)",424525,292,303 THIRD SPE LLC,,56,2608240.6,8899318.2,227023,22702301.1,,,,,31464,,,,,31633083.3,,74.5,,48787285.7,,114.9,,1875.1,4.4
B1688,2016,"48-158, 48-14",Non-Residential,Hotel,"Hotel (N/A),Parking (N/A)",34388,,"FIREHOUSE INN, LLC",,,,,,,,,,,,,,,,,,,,,,,,0,
B1689,2016,170-39,Non-Residential,Hotel,Hotel (134200.0),134200,,"Bergoulian, Mary A.,",Edward N.& Walter A. Guleserian Trs.,59,1758333.4,5999434.2,85712,8571202.4,,,,,,,,,,14570636.6,14570636.6,108.6,108.6,25798178.4,25798178.4,192.2,192.2,904.8,6.7
B1694,2016,226-59,Non-Residential,K-12 School,K-12 School (29311.0),29311,,BUCKINGHAM BROWNE AND NICHOLS SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1695,2016,267.4-305,Non-Residential,Laboratory,"Office (135572.0),Laboratory (N/A)",135572,,PPF OFF 100 CAMBRIDGEPARK DR LLC,MORGAN STANLEY REAL ESTATE ADVISOR INC,,,,,,,,,,,,,,,,,,,,,,,0,0
B1696,2016,242B-56,Non-Residential,K-12 School,K-12 School (80321.0),80321,,BUCKINGHAM BROWNE AND NICHOLS SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1697,2016,30-41,Non-Residential,Office,Office (204215.0),204215,,BP SEVENTEEN CAMBRIDGE CENTER LLC.,"C/O BOSTON PROPERTIES, INC.",79,2071895.7,7069309,,,,,,,,,,6728687.1,,13797996,13884174.5,67.6,68,27888952.2,27830783,136.6,136.3,976.5,4.8
B1698,2016,267.4-288,Non-Residential,Office,"Office (N/A),Parking (61902.0)",184935,,"PPF OFF 125 CAMBRIDE PARK DR, LLC",,61,3876436,13226401.1,41335.5,4133546.1,,,,,,,,,,17359947.2,17684867.1,93.9,95.6,41374146.5,41710065.8,223.7,225.5,1210.7,6.5
B1699,2016,242B-56,Non-Residential,K-12 School,K-12 School (112223.0),112223,,BUCKINGHAM BROWNE AND NICHOLS SCHOOL,,99,,,552.6,55260.8,,,,,,,,,,55260.8,59927.8,34.6,37.6,58023.8,62924.2,36.4,39.5,0,0
B1700,2016,267.4-319,Non-Residential,Office,"Office (N/A),Data Center (2196.0),Laboratory (N/A)",247548,,"PPF OFF 150 CAMBRIDGE PARK DR, LLC",,36,6578261.1,22445029.6,58195.6,5819565,,,,,,,,,,28264594.6,28522978.6,114.2,115.2,68956626.2,68891714.5,278.6,278.3,1991.1,8
